role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.908994053431598,0.06036551964695466,0.07838309861027191,0.9218788235142894
expert,1,488942,0.8847749238772088,0.05918876291908676,0.0773236706429852,0.8856486092335947
