dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.8314158099421033,0.06459667079341243,0.08096376045781274,0.8483077504148919
noxij,400748,0.7220235429500644,0.05283631067747949,0.07314662646574088,0.7258046502193125
