epoch,train_loss,val_organizer_score,best_epoch,best_val_organizer_score,stale_epochs,train_seconds,val_seconds,epoch_seconds
1,2.0938212871551514,0.16344856013956258,1,0.16344856013956258,0,113.50884741172194,45.84731869120151,159.38905912311748
2,1.6478617191314697,0.1219249583083698,1,0.16344856013956258,1,118.4957271059975,43.69955392088741,162.1952967569232
3,1.289088487625122,0.21396991980662589,3,0.21396991980662589,0,115.34289124375209,44.07958052493632,159.4450922869146
4,1.2756401300430298,0.22018414271368164,4,0.22018414271368164,0,113.83982792915776,43.37947000702843,157.24130630493164
5,1.2236409187316895,0.1288669183443979,4,0.22018414271368164,1,115.50983425276354,45.767721405718476,161.27756839292124
6,1.1759231090545654,0.2131695365763357,4,0.22018414271368164,2,118.16677955724299,44.72241028305143,162.8891984880902
7,1.092750072479248,0.2880824346506767,7,0.2880824346506767,0,116.02358103729784,43.36306296568364,159.4101660870947
8,1.0253251791000366,0.26540207673436517,7,0.2880824346506767,1,117.16531844669953,43.70341756287962,160.86874470626935
9,1.0929824113845825,0.17098362816693502,7,0.2880824346506767,2,105.9651481709443,45.18743559438735,151.15259369509295
10,0.9867771863937378,0.2544476673345673,7,0.2880824346506767,3,111.46939275413752,44.82345661800355,156.2928590402007
11,0.9466710686683655,0.3510990196129765,11,0.3510990196129765,0,123.36499937204644,44.110034719109535,167.49753306992352
12,0.892464280128479,0.2584656230868983,11,0.3510990196129765,1,122.10634671803564,43.44158437708393,165.54794029099867
13,0.9397811889648438,0.33258600423245355,11,0.3510990196129765,2,121.48918982129544,44.88976333895698,166.37896144390106
14,0.8466104865074158,0.2386885315565131,11,0.3510990196129765,3,124.38683892088011,44.39536134665832,168.78220934513956
15,0.880862832069397,0.2033213278567502,11,0.3510990196129765,4,114.21655199164525,45.02276156190783,159.2393218507059
16,0.9826955199241638,0.2896380318210007,11,0.3510990196129765,5,119.11801072815433,44.43906605895609,163.55708459112793
17,0.9190376400947571,0.1828212219320921,11,0.3510990196129765,6,109.53093356406316,43.48369761602953,153.01463928585872
