domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,purple,task,65346,0.06070769428778142,0.23029922533334984,0.6191436957662092,0.7183148165151654
CR,purple,social,17295,0.028713061288201253,0.0941397456433828,0.07802957087679475,0.11656548135299219
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
