domain,mode,feature,head,n_frames,kappa,accuracy,weights
CC,prob_uniform,combined,task,215692,0.26513510989458955,0.5637714889750199,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CC,prob_uniform,combined,social,184616,0.3090674379680077,0.5755459981800061,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
