domain,mode,feature,head,n_frames,kappa,accuracy,weights
CC,two_head,combined,task,215692,0.35893820771019,0.6221371214509579,"{""task"": [0.45, 0.2, 0.35]}"
CC,two_head,combined,social,184616,0.34369081943915697,0.5936430211899294,"{""social"": [0.45, 0.2, 0.35]}"
