group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,384143,0.26775962305566214,0.4238061546143059,0.7111033236041993,0.705344103628076
overall,social,384143,0.1692884539322064,0.230078441231672,0.6594124995653027,0.7139893216848934
