role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,65346,0.1930943382923537,0.3575039927651198,0.5499272366672432,0.4929911547761148
purple,social,17295,0.08454934321094688,0.16941498475829248,0.3666383666539948,0.2886383347788378
yellow,task,0,nan,nan,nan,nan
yellow,social,0,nan,nan,nan,nan
