role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,200430,0.3232267173362209,0.1255387827530797,0.15430342333928027,0.4539118113880103
expert,1,200430,0.350142257982659,0.08515686361740497,0.1161926956362288,0.359074082201564
