session_id,n_frames,class3_support,predicted_class3,precision,recall,tp,fp,fn,mean_score_true3,mean_score_not3
018,8954,436,8128,0.05327263779527559,0.9931192660550459,433,7695,3,3.930709403961624e-06,0.0006381027224601956
019,6508,0,6507,0.0,nan,0,6507,0,nan,0.0023500438221316406
026,345,0,213,0.0,nan,0,213,0,nan,1.9320071988615426e-06
059,1488,1016,1393,0.6920315865039484,0.9488188976377953,964,429,52,0.00016226610635811686,4.6931190348705956e-05
