domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,purple,task,384143,0.17707645155048188,0.29967061360684394,0.6679921012933276,0.6955847171496031
CR,purple,social,384143,-0.07108515402441307,0.12419132310198186,0.2779929603763723,0.3099132354357622
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
