role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,288576,0.3946496608325693,0.08692502516292124,0.11337156351157439,0.4236380291018206
expert,1,288576,0.49290172236583707,0.1126724241755767,0.13925317007346372,0.5155614423551763
