role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,962486,0.8719596042404565,0.04859902660340707,0.06245066290480592,0.8813009987838436
expert,1,962523,0.8755006518241213,0.05148176896545684,0.0664775213738602,0.8838448125305641
