group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,1603816,0.183232785524687,0.3569050497352823,0.5639806424613797,0.5635846007272655
overall,social,1583134,0.24919019106527499,0.3825451073548543,0.4918834276296072,0.49969111900824564
