dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.7929672499353746,0.06846375512481945,0.08817651354862299,0.796553558165085
noxij,400748,0.5528297371169795,0.054857341692967715,0.08311342591517958,0.6059665919558106
