group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.10528673938257166,0.30702697870950507,0.46937232006564006,0.4943669677132207
overall,social,184616,0.09512234972760258,0.2594582861565901,0.4008390505551752,0.37969081769727436
