group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.4345028732581111,0.4465705414000456,0.7561016046002627,0.7152082759465002
overall,social,17295,-0.023925295681582966,0.03053769007741177,0.011451500306713769,0.0516334200636022
