domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,shared,combined,task,65346,0.4255989428318807,0.706592599393995,"{""all"": [0.6, 0.4, 0.0]}"
CR,shared,combined,social,17295,0.3482254944564592,0.5560566637756577,"{""all"": [0.6, 0.4, 0.0]}"
