domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,purple,task,65346,0.3266524245537919,0.4080795348676946,0.6519263427294864,0.5917577204419552
CR,purple,social,17295,0.3340306972109636,0.315037575354651,0.6096753376763959,0.56877710320902
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
