heldout_session,heldout_split,heldout_rows,heldout_positive,train_rows_available,train_positive_available,fit_rows,fit_positive,average_precision,roc_auc,positive_score_mean,negative_score_mean,best_threshold,best_precision,best_recall,best_f1,best_tp,best_fp,best_fn,best_predicted_positive
032,train,25491,51,375947,2113,52113,2113,0.07606759372547495,0.9821856887409052,0.9433959612347111,0.3849852531929991,0.9774421217292785,0.1282051282051282,0.49019607843137253,0.20325203252032514,25,170,26,195
045,train,35007,100,366431,2064,52064,2064,0.0020007711634473543,0.34020482997679546,0.27320187893793846,0.42271085243779916,0.0020430520592726892,0.002860084658505892,1.0,0.005703855806525212,100,34864,0,34964
047,train,31599,561,369839,1603,51603,1603,0.11635869882987938,0.913540345403754,0.8498572035040147,0.5093486754349138,0.8821281831848355,0.15705311250713877,0.49019607843137253,0.23788927335640137,275,1476,286,1751
018,val,8954,436,392484,1728,51728,1728,0.052238229862145914,0.5619301059170974,0.025225007187711212,0.02874676262197895,0.0026043870515993547,0.05905511811023622,0.8600917431192661,0.11052166224580018,375,5975,61,6350
059,val,1488,1016,399950,1148,51148,1148,0.7679217937814519,0.4258975043373815,0.031107972059001822,0.00016559625267204058,9.937489719789325e-31,0.6827956989247311,1.0,0.8115015974440895,1016,472,0,1488
