domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,two_head,combined,task,65346,0.42071029808230354,0.777033024209592,"{""task"": [0.4, 0.55, 0.05]}"
CR,two_head,combined,social,17295,0.027183869777482834,0.1655969933506794,"{""social"": [0.5, 0.4, 0.1]}"
