dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.8036628014723418,0.06589186565751952,0.08607947178648656,0.8070490363665571
noxij,400748,0.5761829542495944,0.057832033072806516,0.08501944331747965,0.5979288241763057
