role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,200375,0.5521424541972529,0.0663095128077169,0.09175975190101233,0.5961313754564964
expert,1,200375,0.6196481724050017,0.05079223882393471,0.07222480428456395,0.6340602243286725
