domain,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,task,215692,0.08849409871699802,0.2946013081900977,0.43674186150787997,0.4296265044600634
CC,social,184616,0.128960352617116,0.2771119516536217,0.45209278997205227,0.45060558131472894
