domain,mode,feature,head,n_frames,kappa,accuracy,weights
CR,uniform,combined,task,65346,0.19850560070039558,0.45064732347810116,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
CR,uniform,combined,social,17295,0.19501532836238175,0.6429025729979763,"{""all"": [0.3333333333333333, 0.3333333333333333, 0.3333333333333333]}"
