domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CR,purple,task,65346,0.11034197988477201,0.24974112917856206,0.5881211250767988,0.6133504728675053
CR,purple,social,17295,0.2189533962654119,0.26291030814265853,0.6032851038808019,0.7069095114194854
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
