domain,role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
CC,purple,task,104317,0.1768008513828083,0.3327473408346178,0.5173225060171044,0.5249096503925534
CC,purple,social,90804,0.23010266030397042,0.33281352558782984,0.49643295257523895,0.4962997224791859
CC,yellow,task,111375,0.24980311586355539,0.3505887922087767,0.51924863291317,0.5089652076318743
CC,yellow,social,93812,0.149829350899434,0.23784964078598198,0.4778971815769483,0.520317230205091
CR,purple,task,65346,0.32405882044389345,0.3915405604179042,0.7078863686676928,0.7311541639886144
CR,purple,social,17295,0.15107199126164444,0.25234220268098123,0.5847268451000219,0.6723330442324371
CR,yellow,task,0,nan,nan,nan,nan
CR,yellow,social,0,nan,nan,nan,nan
