role,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
purple,task,169663,0.23397759484052152,0.36256284515505377,0.5893305588820211,0.6043450840784379
purple,social,108099,0.2734675835107531,0.3426662352838645,0.5095441835566866,0.524463686065551
yellow,task,111375,0.24980311586355539,0.3505887922087767,0.51924863291317,0.5089652076318743
yellow,social,93812,0.149829350899434,0.23784964078598198,0.4778971815769483,0.520317230205091
