group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,215692,0.3500319782587065,0.4654291231190808,0.601473403886721,0.5859512638391781
overall,social,184616,0.11716242585883137,0.25827226594853747,0.3477113793774608,0.31141396195346016
