session_id,n_frames,class3_support,predicted_class3,precision,recall,tp,fp,fn,mean_score_true3,mean_score_not3
018,8954,436,8308,0.05247953779489649,1.0,436,7872,0,2.824708591710951e-11,6.530674290592017e-09
019,6508,0,6166,0.0,nan,0,6166,0,nan,9.383459828149284e-10
026,345,0,25,0.0,nan,0,25,0,nan,1.2891225485833243e-13
059,1488,1016,1427,0.6692361597757533,0.9399606299212598,955,472,61,1.52995678216673e-09,2.9850927586978663e-10
