session_id,n_frames,class3_support,predicted_class3,precision,recall,tp,fp,fn,mean_score_true3,mean_score_not3
018,8954,436,7901,0.054423490697380075,0.9862385321100917,430,7471,6,2.3292615246225695e-07,0.015815014194411673
019,6508,0,6508,0.0,nan,0,6508,0,nan,0.11100993912652452
026,345,0,218,0.0,nan,0,218,0,nan,2.158042920413113e-05
059,1488,1016,1455,0.6762886597938145,0.968503937007874,984,471,32,0.0006996045368452151,2.3736241750210353e-05
