domain,mode,feature,head,n_frames,kappa,accuracy,weights
CC,role_head,combined,task,215692,0.3377532538819795,0.589669528772509,"{""purple_task"": [0.65, 0.15, 0.2], ""yellow_task"": [0.6, 0.2, 0.2]}"
CC,role_head,combined,social,184616,0.30174167326598783,0.5779509901633662,"{""purple_social"": [0.5, 0.25, 0.25], ""yellow_social"": [0.5, 0.3, 0.2]}"
