dataset,n_frames,ccc,mae,rmse,pearson
noxi,577136,0.6503107329393955,0.08109854350975688,0.10743187726442341,0.6569235571411833
noxij,400748,0.3477820496739356,0.07123998244563515,0.10301808181464751,0.3988179671537415
