role,target_channel,n_frames,ccc,mae,rmse,pearson
novice,0,488942,0.8530675530711062,0.07169671897963041,0.10111740445500206,0.8608959030047217
expert,1,488942,0.7425016356812034,0.08242006683989511,0.10998705968555003,0.7454930199076846
