group,head,n_frames,kappa,macro_f1,weighted_f1,accuracy
overall,task,65346,0.27830798930505873,0.38843359312238995,0.695842492752117,0.7308327977228904
overall,social,17295,-0.004004372299292568,0.020679509643280462,0.005809040912364413,0.05411968777103209
