dataset,n_frames,ccc,mae,rmse,pearson
noxi,403756,0.015183638819950308,1.1050261204836107,1.1506820061839704,0.21601588887801892
noxij,247800,0.00950198128769853,1.2958038734108799,1.3802535820935222,0.15336985285020285
