epoch,train_loss,val_ccc,val_mae,val_rmse,val_pearson,best_epoch,best_val_ccc
1,2.2024261951446533,0.015429360453889557,1.1775827805026686,1.2429991707383878,0.1734350904569968,1,0.015429360453889557
